linha;legacyId;numeroEdital;processoAdministrativo;protocolo;modalidade;secretaria;statusLegado;motivoCodigo;motivo;processoInternoRelacionado;origemProcessoRelacionado;objetoResumo
"2726";"6116";"CE-015-2025";"1397/2025";"XXXX/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Adjudicado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0027/2025 / MANUAL).";"0027/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS PARA CONSTRUÇÃO DE UMA PRAÇA, NO BAIRRO RECANTO DO LAGO, DO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2729";"6119";"PE-161-2025";"1418/2025";"9632/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"DECLARADO VENCEDOR";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0048/2026 / MANUAL).";"0048/2026";"MANUAL";"Contratação de empresa especializada em fornecimento com instalação de TOLDOS EM POLICARBONATO, a fim de atender as demandas da Secretaria Municipal de Saúde."
"2740";"6131";"2-DLE-127-2025";"1342/2025";"9375/2025";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"EM ANDAMENTO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0410/2025 / LEGADO).";"0410/2025";"LEGADO";"MATERIAIS LIMPEZA DE PISCINA"
"2742";"6134";"PE-XXX-2025";"1459/2025";"9836/2025";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"ARQUIVADO";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"0435/2025";"LEGADO";""
"2744";"6137";"PE-166-2025";"1363/2025";"9314/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0414/2025 / LEGADO).";"0414/2025";"LEGADO";"Contratação de empresa especializada em fornecimento de CAMAS EMPILHÁVEIS E COLCHÕES (material de consumo), a fim de atender as demandas da Secretaria Municipal de Educação."
"2748";"6141";"CD-XXX-2025";"1477/2025";"10047/2025";"CREDENCIAMENTO";"SECRETARIA DE ADMINISTRAÇÃO";"ELABORAÇÃO DE EDITAL";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2025 / MANUAL).";"0025/2025";"MANUAL";"CREDENCIAMENTO DE ARTISTAS LOCAIS"
"2753";"6146";"3-DLS-138-2025";"804/2025";"10032/2025";"DISPENSA";"SECRETARIA DE SAÚDE";"ELABORAÇÃO DE EDITAL";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0366/2025 / LEGADO).";"0366/2025";"LEGADO";"MEDICAMENTOS PARA ATENDER DEMANDA JUDICIAL"
"2755";"6148";"PE-172-2025";"1366/2025";"9374/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"FRACASSADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0032/2025 / MANUAL).";"0032/2025";"MANUAL";"MANUTENÇÃO DE GERADORES E CAMARAS FRIAS"
"2756";"6149";"PE-177-2025";"1384/2025";"9535/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0428/2025 / LEGADO).";"0428/2025";"LEGADO";"MATERIAIS GRÁFICOS"
"2758";"6151";"4-DLE-003-2026";"1431/2025";"9727/2025";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"ANÁLISE DE HABILITAÇÃO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0011/2025 / MANUAL).";"0011/2025";"MANUAL";"Contratação de empresas especializada em fornecimento de EQUIPAMENTOS, FERRAMENTAS, INSUMOS DIVERSOS E EPIS (materiais de consumo e permanentes), Secretaria Municipal de Educação."
"2761";"6154";"CE-017-2025";"971/2025";"PMTF-PR-68372/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0026/2025 / MANUAL).";"0026/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UMA PRÉ-ESCOLA, NO BAIRRO SANTA RITA, DO MUNICÍPIO DE TEIXEIRA DE FREITAS - BA."
"2762";"6155";"PE-176-2025";"1093/2025";"10216/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0031/2025 / MANUAL).";"0031/2025";"MANUAL";"GERENCIAMENTO DE ESTAGIÁRIOS"
"2763";"6156";"CE-XXX-2025";"1230/2025";"PMTF/PR/73621/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0022/2025 / MANUAL).";"0022/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM ESPAÇO PARA O ABRIGO DE ANIMAIS, NO BAIRRO LOTEAMENTO NANUQUE, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2764";"6157";"CE-020-2025";"855/2025";"PMTF-PR-73575/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE CULTURA E TURISMO";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0023/2025 / MANUAL).";"0023/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM EDIFÍCIO PARA IMPLANTAÇÃO DA CASA DE CAPOEIRA, NO BAIRRO ULISSES GUIMARÃES, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2765";"6158";"CE-XXX-2025";"1481/2025";"PMTF/PR/73810/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE ESPORTE E LAZER";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0015/2025 / MANUAL).";"0015/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE REFORMA DO CAMPO SOCIETY, NO DISTRITO DE SANTO ANTÔNIO, MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2768";"6169";"PE-182-2025";"1533/2025";"10642/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0145/2025 / LEGADO).";"0145/2025";"LEGADO";"AGENDAS PERSONALIZADAS E SACOLAS ECOBAG"
"2770";"6171";"PE-005-2026";"1483/2025";"10215/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"DECLARADO VENCEDOR";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0025/2026 / MANUAL).";"0025/2026";"MANUAL";"Contratação de empresa especializada em fornecimento de BOMBAS HIDRÁULICAS (material permanente), a fim de atender as demandas da Secretaria Municipal de Infraestrutura e Serviços Urbanos."
"2771";"6172";"DUPLICADO";"1495/2025";"10239/2025";"PREGÃO";"SECRETARIA DE AGRICULTURA PECUÁRIA E ABASTECIMENTO";"ARQUIVADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0057/2026 / LEGADO).";"0057/2026";"LEGADO";"SUBSTITUIÇÃO E REPARO DE LONAS"
"2772";"6173";"4-DLS-145-2025";"1511/2025";"10590/2025";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0030/2025 / MANUAL).";"0030/2025";"MANUAL";"LOCAÇÃO DE ESPAÇO PARA REALIZAÇÃO DE ATIVIDADES EXTRACURICLARES EM ALUSÃO AO DIA DOS PROFESSORES"
"2775";"6177";"PE-186-2025";"1408/2025";"9543/2025";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"FRACASSADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0422/2025 / LEGADO).";"0422/2025";"LEGADO";"Contratação de empresa especializada em fornecimento de ÔNIBUS RURAIS ESCOLARES (material permanente), cujas especificações técnicas, quantidades e demais condições encontram-se detalhadas neste instrumento, a fim de atender as demandas da Secretaria Municipal de Educação."
"2776";"6178";"CE-021-2025";"1460/2025";"PMTF-PR-81554/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"Fracassado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0020/2025 / MANUAL).";"0020/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE AMPLIAÇÃO DO CENTRO MUNICIPAL DE ENSINO INFANTIL (CMEI) AQUARELA, LOCALIZADO NO BAIRRO LIBERDADE II, DO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2777";"6179";"CE-022-2025";"1512/2025";"PMTF-PR-81587/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0021/2025 / MANUAL).";"0021/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO PARA AMPLIAÇÃO DA ESCOLA MUNICIPAL PROFESSORA MARCELA NOLASCO VENEZIA, LOCALIZADA NO BAIRRO REDENÇÃO, DO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2779";"6181";"PE-006-2026";"1509/2025";"10609/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"FRACASSADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0005/2025 / MANUAL).";"0005/2025";"MANUAL";"Contratação de empresa especializada em prestação de serviço de GESTÃO DE SISTEMA ELETRÔNICO DE CONTROLE DE PONTO COM RECONHECIMENTO FACIAL INTEGRADO A TABLETS E FORNECIMETO DOS EQUIPAMENTOS NECESSÁRIOS, a fim de atender as demandas da Secretaria Municipal de Administração e demais Secretarias."
"2788";"6190";"CD-010-2025";"1601/2025";"10866/2025";"CREDENCIAMENTO";"SECRETARIA DE EDUCAÇÃO";"EM ANDAMENTO";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"";"";""
"2789";"6192";"PE-024-2026";"1566/2025";"11070/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0007/2025 / MANUAL).";"0007/2025";"MANUAL";"Contratação de empresa especializada na prestação de serviço de CAPINA, ROÇAGEM E LIMPEZA DE ÁREAS PÚBLICAS, a fim de atender as demandas da Secretaria Municipal de Administração e demais Secretarias."
"2790";"6193";"PE-012-2026";"1518/2025";"10540/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"REVOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0002/2026 / MANUAL).";"0002/2026";"MANUAL";"Contratação de empresa especializada em fornecimento de KIT LANCHE (material de consumo), a fim de atender as demandas da Secretaria Municipal de Administração e demais Secretarias."
"2792";"6195";"4-DLE-151-2025";"1674/2025";"11435/2025";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0028/2025 / MANUAL).";"0028/2025";"MANUAL";"MATERIAIS PARA ESTRUTURA DE REDE"
"2793";"6196";"";"1673/2025";"11425/2025";"PREGÃO";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0008/2025 / MANUAL).";"0008/2025";"MANUAL";"TUBOS PEAD"
"2794";"6197";"PE-001-2026";"1660/2025";"11559/2025";"PREGÃO";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0001/2025 / MANUAL).";"0001/2025";"MANUAL";"MATERIAL ASFÁLTICO"
"2796";"6199";"CE-023-2025";"1615/2025";"XXXX/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0019/2025 / MANUAL).";"0019/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA PARA O FORNECIMENTO DE BANCAS EM ESTRUTURAS METÁLICAS (BANCAS DE FRUTAS E VERDURAS), NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2797";"6200";"CE-024-2025";"1682/2025";"XXXX/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Revogado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0018/2025 / MANUAL).";"0018/2025";"MANUAL";"REGISTRO DE PREÇOS PARA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO, CAPEAMENTO, RECAPEAMENTO E TAPA BURACO EM CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) E CONCRETO MOLDADO “IN LOCO”, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2798";"6201";"CE-025-2025";"1693/2025";"XXXX/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0017/2025 / MANUAL).";"0017/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE DRENAGEM E PAVIMENTAÇÃO DOS BAIRROS BONADIMAN, EIXO SUL, PORTAL SUL, NOVA CANAÃ, JARDIM LIBERDADE, ESTÂNCIA BIQUÍNI, LOTEAMENTO DOS PIONEIROS, OURO VERDE, TANCREDO NEVES E ALTO DO TANCREDO, BEM COMO, O DISTRITO DE SANTO ANTÔNIO, DO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2799";"6202";"CE-026-2025";"1694/2025";"XXXX/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0016/2025 / MANUAL).";"0016/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO DE DIVERSAS RUAS NOS BAIRROS LIBERDADE I E II, DO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2801";"6204";"PE-003-2026";"5/2026";"86/2026";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"DECLARADO VENCEDOR";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0024/2026 / MANUAL).";"0024/2026";"MANUAL";"Futura e eventual contratação de empresa especializada em prestação de serviços BUFFET, a fim de atender as demandas da Secretaria Municipal de Administração e demais secretarias"
"2803";"6206";"04-DLE-005-2026";"31/2026";"146/2026";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"ELABORAÇÃO DE EDITAL";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0028/2026 / MANUAL).";"0028/2026";"MANUAL";"SERVIÇO DE BUFFET JORNADA PEDAGÓGICA"
"2804";"6207";"04-DLE-005-2026";"31/2026";"146/2026";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0028/2026 / MANUAL).";"0028/2026";"MANUAL";"PRESTAÇÃO DE SER"
"2805";"6209";"04-DLE-005-2026";"31/2026";"146/2026";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0028/2026 / MANUAL).";"0028/2026";"MANUAL";"PRESTAÇÃO DE SERVIÇO DE BUFFET PARA JORNADA PEDAGÓGICA"
"2806";"6210";"2-DLS-150-2025";"1606/2025";"11230/2025";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"EM ANDAMENTO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0450/2025 / LEGADO).";"0450/2025";"LEGADO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZA NO FORNECIMENTO DE EQUIPAMENTOS E MATERIAL PERMAMENTE PARA ATENDER NECESSIDADES DA SECRETARIA MUNICIPAL DE AGRICULTURA PECUÁRIA E ABASTECIMENTO."
"2807";"6211";"2-DLE-006-2026";"30/2026";"170/2026";"DISPENSA";"SECRETARIA DE ADMINISTRAÇÃO";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0027/2026 / MANUAL).";"0027/2026";"MANUAL";"Contratação de empresas para aquisição de POSTES DE CONCRETO PARA EXTENSÃO DE REDE ELÉTRICA NA COMUNIDADE DA PALHA (material permanente), Secretaria Municipal de Infraestrutura e Serviços Urbanos."
"2808";"6213";"";"1483 / 2025";"";"";"SECRETARIA DE ADMINISTRAÇÃO";"ELABORAÇÃO DE EDITAL";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"";"";""
"2809";"6214";"PE-041-2026";"1583/2025";"11580/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0002/2025 / MANUAL).";"0002/2025";"MANUAL";"Contratação de empresa especializada no fornecimento de TENDAS, TOLDOS, BARRACAS E GRADIS (material permanente), a fim de atender as demandas da Secretaria Municipal de Administração e demais Secretarias."
"2812";"6217";"PE-011-2026";"38/2026";"271/2026";"PREGÃO";"SECRETARIA DE PROMOÇÃO SOCIAL";"HOMOLOGADO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0007/2026 / MANUAL).";"0007/2026";"MANUAL";"Contratação de empresa especializada em fornecimento de EQUIPAMENTOS E INSUMOS PARA PADARIA ESCOLA COMUNITÁRIA (material de consumo e material permanente), a fim de atender as demandas da Secretaria Municipal de Promoção Social."
"2815";"6220";"4-DLE-148-2025";"1627/2025";"11050/2025";"DISPENSA";"SECRETARIA DE EDUCAÇÃO";"HOMOLOGADO";"OBJETO_INCOMPLETO";"O objeto saneado ainda est? incompleto para importa??o.";"0029/2025";"MANUAL";""
"2819";"6225";"PE-038-2026";"1232/2025";"9278/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0003/2025 / MANUAL).";"0003/2025";"MANUAL";"Contratação de empresa especializada no fornecimento de UTENSÍLIOS DE COZINHA, UNIFORMES, EPC’S E EPI’S NECESSÁRIOS PARA O PROJETO PADARIA COMUNITÁRIA (material de consumo), a fim de atender as demandas da Secretaria Municipal de Promoção Social e Cultura."
"2820";"6226";"CE-001-2026";"1481/2025";"PMTF-PR-84505/2025";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE ESPORTE E LAZER";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0015/2025 / MANUAL).";"0015/2025";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE REFORMA DO CAMPO SOCIETY, NO DISTRITO DE SANTO ANTÔNIO, MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2821";"6227";"2-DLE-008-2026";"94/2026";"499/2026";"DISPENSA";"GABINETE DO PREFEITO";"ELABORAÇÃO DE EDITAL";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0035/2026 / MANUAL).";"0035/2026";"MANUAL";"Contratação de empresas para aquisição de LICENÇAS DE SOFTWARE DIGITAL ADOBE CRIATIVE CLOUD (TODOS OS APPS), Gabinete do Prefeito."
"2822";"6228";"2-DLE-014-2026";"100/2026";"756/2026";"DISPENSA";"SECRETARIA DE FINANÇAS";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0030/2026 / MANUAL).";"0030/2026";"MANUAL";"CARNE DE IPTU"
"2823";"6229";"PE-039-2026";"112/2026";"611/2026";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0045/2026 / MANUAL).";"0045/2026";"MANUAL";"Contratação de empresa especializada em fornecimento de MATERIAIS ESPORTIVOS (material de consumo), a fim de atender as demandas da Secretaria Municipal de Administração e demais secretarias."
"2825";"6231";"PE-032-2026";"133/2026";"766/2026";"PREGÃO";"SECRETARIA DE ESPORTE E LAZER";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0020/2026 / MANUAL).";"0020/2026";"MANUAL";"Contratação de empresa especializada em fornecimento de TRATOR CORTADOR DE GRAMA (material permanente), a fim de atender as demandas da Secretaria Municipal de Esporte e Lazer."
"2826";"6232";"PE-022-2026";"1505/2025";"10745/2025";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"EM ANDAMENTO";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0009/2025 / MANUAL).";"0009/2025";"MANUAL";"SERVIDORES DE REDE"
"2827";"6233";"XXX/2026";"137/2026";"PMTF/PR/9114/2026";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"Devolvido à origem";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0039/2026 / MANUAL).";"0039/2026";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM CENTRO EDUCACIONAL, COM PISCINA ANEXA, LOCALIZADO NO BAIRRO CAMINHO DO MAR, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2829";"6235";"PE-019-2026";"162/2026";"XXXX/2026";"PREGÃO";"SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS";"Revogado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0023/2026 / MANUAL).";"0023/2026";"MANUAL";"REGISTRO DE PREÇOS PARA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO, CAPEAMENTO, RECAPEAMENTO E TAPA BURACO EM CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) E CONCRETO MOLDADO “IN LOCO”, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2830";"6236";"CE-002-2026";"137/2026";"XXXX/2026";"CONCORRÊNCIA PÚBLICA";"SECRETARIA DE EDUCAÇÃO";"Em Andamento";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0039/2026 / MANUAL).";"0039/2026";"MANUAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE UM CENTRO EDUCACIONAL, COM PISCINA ANEXA, LOCALIZADO NO BAIRRO CAMINHO DO MAR, NO MUNICÍPIO DE TEIXEIRA DE FREITAS – BA."
"2831";"6237";"PE-025-2026";"1638/2025";"11113/2025";"PREGÃO";"SECRETARIA DE SAÚDE";"RECEPÇÃO DE PROPOSTAS";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0006/2025 / MANUAL).";"0006/2025";"MANUAL";"Contratação de empresa especializada no fornecimento de BOLSAS DE COLOSTOMIA E ADJUVANTES (material de consumo), a fim de atender as demandas da Secretaria Municipal de Saúde."
