linha;legacyId;numeroEdital;processoAdministrativo;protocolo;modalidade;secretaria;statusLegado;motivoCodigo;motivo;processoInternoRelacionado;origemProcessoRelacionado;objetoResumo
"1807";"5112";"3-DL-107-2023";"3/DL/107/2023";"3103";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada no fornecimento de medicamentos (COENZIMA Q10, RIBOFLAVINA E VITAMINA C), com o objetivo de atender a demanda judicial em favor do menor A. T. R. deferida nos autos do processo n° 8001965-06.2019.8.05.0256, de responsabilidade da Secretaria Municipal de Saúde."
"1808";"5113";"3-DL-109-2023";"3/DL/109/2023";"3118";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada no fornecimento de medicamentos (APLICAÇÃO OCULAR DE EYLIA, MEDICAMENTO OFTÁLMICO), com o objetivo de atender a demanda judicial em favor de MARIA DA CONCEIÇAO BENEDITA DOS SANTOS deferida nos autos do processo n° 8006560-09.2023.8.05.0256, de responsabilidade da Secretaria Municipal de Saúde."
"1809";"5114";"3-DL-110-2023";"3/DL/110/2023";"3103";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Tem por objeto a AQUISIÇÃO DOS MEDICAMENTOS MANIPULADOS, CAPSAICINA 0,075% + ALFA BISABOLOL 2% + CERAMIDAS 0,2% + ÁCIDO COLOIDAL 4% + UREIA 5% CREME HIDRATANTE PARA PELES SENSÍVEIS E EXTREMAMENTE SECAS QSP 100G destinados a paciente ADILSON XAVIER DOS SANTOS sob processo de Nº 8003622-41.2023.8.05.0256 , através da Secretaria Municipal de Saúde, conforme quantidades descritas, pelo período de 06 meses, por meio de menor preço por item, com entregas programadas, conforme condições e especificações contidas neste Termo de Referência"
"1810";"5115";"3-DL-111-2023";"3/DL/111/2023";"3103";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"O presente Termo de Referência tem por objeto a AQUISIÇÃO DE MEDICAMENTO, com a finalidade de atender a antecipação de tutela proposta por ZENILDO SENA SANTOS."
"1811";"5116";"3-DL-112-2023";"3/DL/112/2023";"3115";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada no fornecimento de medicamento (INFLIXIMABE 100MG FRASCO AMPOLA PÓ LIOFILIZADO USO INTRAVENOSO), com o objetivo de atender a demanda judicial em favor do menor J. G. G. O. deferida nos autos do processo n° 800415-34.2023.8.05.0256, de responsabilidade da Secretaria Municipal de Saúde."
"1812";"5117";"3-DL-113-2023";"3/DL/113/2023";"3103";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada na prestação de CONSULTA MÉDICA COM OTORRINOLARINGOLOGISTA ESPECIALISTA EM IMPLANTE COCLEAR, com o objetivo de atender a demanda judicial em favor de LORENA FERREIRA DE JESUS deferida nos autos do processo n° 8003528-93.2023.8.05.0256, de responsabilidade da Secretaria Municipal de Saúde."
"1813";"5118";"3-DL-114-2023";"3/DL/114/2023";"3103";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Termo de Referencia tem por objeto a AQUISIÇÃO DE MEDICAMENTO, com a finalidade de atender a antecipação de tutela proposta por ARTHUR HENRIQUE DE ARAUJO."
"1814";"5119";"3-DL-116-2023";"3/DL/116/2023";"3158";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Objeto a ser contratado: Empresa especializada no fornecimento de DIVERSOS MEDICAMENTOS, com o objetivo de atender a demanda judicial em favor da menor J. M. M. deferida nos autos do processo n° 80003592-06.2023.8.05.0256, em favor do J. V.N. deferida nos autos do processo n° 80002759-27.2019.8.05.0256 e em favor do menor M. M. R. deferida nos autos do processo n° 80004211-33.2023.8.05.0256 de responsabilidade da Secretaria Municipal de Saúde."
"1815";"5120";"3-DL-117-2023";"3/DL/117/2023";"3110";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"O presente Termo tem como objetivo a contratação de empresa especializada na prestação de serviços médico oftalmológico (PROCEDIMENTO MÉDICO OFTALMOLÓGICO), com o objetivo de atender a demanda judicial em favor de JOSÉ RAMOS DA SILVA."
"1816";"5130";"3-DL-136-2023";"3/DL/136/2023";"3701";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"O presente Termo tem como objetivo a autorização de compra do procedimento na rede privada na prestação de CONSULTA COM OFTALMOLOGISTA ESPECIALISTA EM PROCEDIMENTO DE EXÉRESE DE CALÁZIO, com o objetivo de atender a demanda judicial em favor de AGATHA PIRES TEIXEIRA deferida nos autos do processo n° 8005342-43.2023.8.05.0256."
"1817";"5131";"3-DL-138-2023";"3/DL/138/2023";"3469";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"O presente Termo tem como objetivo a contratação de empresa especializada na prestação de EXAME PAINEL HEREDITÁRIO DA MAMA E OVÁRIO 35 GENES e MLPA BRCA 1 E BRCA 2, com o objetivo de atender a demanda judicial em favor de MARIA DO SOCORRO MEDEIROS BATISTA deferida nos autos do processo n°8007860-06.2023.8.05.0256"
"1818";"5132";"3-DL-141-2023";"3/DL/141/2023";"3490";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição de medicamentos com a finalidade de atender a antecipação de tutela proposta por W. F. N. nº 0500978.20.2017.8.05.0256, B. A. n° 0502886.15.2017.8.05.0256, D. L. C. P. n° 8001757-22.2019.8.05.0256, ISABEL OLIVEIRA BATISTA n° 0504557.10.2016.8.05.025, ZENILDO SENA SANTOS n° 000770-49.2020.8.05.026 e JOÃO VICTOR PORTO LEITE n° 8031245.77.2020.8.05.0000, através da Secretaria Municipal de Saúde."
"1819";"5133";"3-DL-142-2023";"3/DL/142/2023";"3598";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"A presente Solicitação de Despesa tem como objetivo a autorização de compra do procedimento na rede privada na prestação de CONSULTA DE AVALIAÇÃO PRÉ - ANESTÉSICA, com o objetivo de atender a demanda judicial em favor de A. P. T. deferida nos autos do processo n° 8005342-43.2023.8.05.0256."
"1820";"5134";"3-DL-143-2023";"3/DL/143/2023";"3490";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"AQUISIÇÃO DE MEDICAMENTOS, com a finalidade de atender a antecipação de tutela proposta por RISALVA STAUFFER FERREIRA DOS REIS nº 8013600-76.2022.8.05.0256, LUCAS VILAS BOAS nº 8020852-67.2021.8.05.0256 e J. M. M. nº 8003592-06.2023.8.05.0256, através da Secretaria Municipal de Saúde."
"1821";"5135";"3-DL-144-2023";"3/DL/144/2023";"3490";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Tem por objeto a AQUISIÇÃO DE MEDICAMENTOS destinados aos pacientes WALTER FALCÃO, LANUZIA CAMPANA, LIVIA FARIAS DE SOUZA, RAMON CHAVES, SOFHIA OLIVEIRA, SILVANA SÁ, GENEVALDO DAMASCENO, JESSIE MENEZES e KLERIA SILVA SANTOS, ZENILDO SENA SANTOS através da Secretaria Municipal de Saúde, conforme quantidades descritas, pelo período de 12 meses, por meio de menor preço por item, com entregas programadas, conforme condições e especificações contidas neste Termo de Referência."
"1822";"5136";"3-DL-146-2023";"3/DL/146/2023";"3472";"DISPENSA";"";"Arquivado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"O presente Termo de Referência tem por objeto a AQUISIÇÃO DE MATERIAL DE CONSUMO destinados aos pacientes FERNANDO RAIMUNDO DA SILVA e MARIANA GOMES BEROLA através da Secretaria Municipal de Saúde, conforme quantidades descritas, pelo período de 12 meses, por meio de menor preço por item, com entregas programadas, conforme condições e especificações contidas neste Termo de Referência."
"1823";"5137";"3-DL-147-2023";"3/DL/147/2023";"3688";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de outros serviços de terceiros (seguro veicular ambulância), para cumprir com as recomendações SESAB e para atender as demandas da secretaria municipal de Saúde Teixeira de Freitas, conforme condições, quantidades e exigências estabelecidas neste instrumento."
"1824";"5138";"3-DL-155-2023";"3/DL/155/2023";"3673";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição de medicamentos (MEXILETINA 200MG), com o objetivo de atender a demanda judicial em favor de V. G. P. C. deferida nos autos do processo n° 8000982-36.2021.8.05.0256, com o objetivo de atender a demanda da Secretaria Municipal de Saúde."
"1825";"5139";"3-DL-157-2023";"3/DL/157/2023";"3615";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada para fornecimento de material de consumo (MEDICAMENTOS ANESTÉSICOS, SEDATIVOS, RELAXANTES), para rede hospitalar de Teixeira de Freitas, de responsabilidade do Fundo Municipal de Saúde deste município."
"1826";"5140";"3-DL-221-2022";"3/DL/221/2022";"2423";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se uma Dispensa de Licitação para uma COMPRA EMERGENCIAL de material de consumo (MATERIAL PARA LIMPEZA LEVE DE AR CONDICIONADO), para atender a demanda da Secretaria Municipal de Saúde e suas Unidades, de responsabilidade do Fundo Municipal de Saúde deste município, conforme condições, quantidades e exigências estabelecidas neste instrumento."
"1827";"5141";"3-DL-223-2022";"3/DL/223/2022";"2410";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"SOLICITA-SE AQUISIÇÃO DE MATERIAIS DE CONSUMO - FERRAMENTAS DIVERSAS, A SEREM UTILIZADAS PELA OFICINA ORTOPÉDICA DO CER - CENTRO ESPECIALIZADO EM REABILITAÇÃO TEIXEIRA DE FREITAS"
"1828";"5142";"2-DL-003-2023";"2/DL/003/2023";"2502";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"0211/2023";"LEGADO";"Aquisição de material permanente (BOMBA HIDRAÚLICA SUBMERSA MONOFÁSICA) para atender as necessidades da Secretaria Municipal de Infraestrutura, Transportes e Serviços Urbanos."
"1829";"5143";"2-DL-009-2023";"2/DL/009/2023";"2456";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada na prestação de serviços (LOCAÇÃO DE CARRETA PRANCHA PARA TRANSPORTES RETROESCAVADEIRA), para atender necessidades da Secretaria Municipal de Infraestrutura, Transportes e Serviços Urbanos."
"1830";"5144";"2-DL-016-2023";"2/DL/016/2023";"2645";"DISPENSA";"";"Revogada";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"MATERIAL NECESSÁRIO PARA DESENVOLVER O PROGRAMA MAIS PECUÁRIA BRASIL, EM PARCERIA COM A CONFEDERAÇÃO DOS AGRICULTORES FAMILIARES E EMPREENDEDORES FAMILIARES (CONAFER). ESSE PROGRAMA CONSISTE NO MELHORAMENTO GENÉTICO DO REBANHO DOS PEQUENOS E MÉDIOS PECUARISTAS DO MUNICIPIO DE TEIXEIRA DE FREITAS-BAHIA, ONDE RECEBEMOS 600 DOSES DE SÉMEM POR ANO E HORMÓNIOS GRATÚITOS DA ALTA GENÉTICS. ONDE JA FOI FIRMADO CONVÊNIO COM A PREFEITURA DE TEIXEIRA DE FREITAS ATRAVÉS DA SECRETARIA DE AGRICULTURA."
"1831";"5145";"2-DL-017-2023";"2/DL/017/2023";"2660";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Aquisição de materiais utilizáveis (ÓLEO DIESEL E HIDRÁULICO E GRAXA) para que a secretaria possa dar suporte para o funcionamento do maquinário agrícola, Secretaria Municipal de Agricultura e Pecuária e Abastecimento."
"1832";"5146";"2-DL-055-2023";"2/DL/055/2023";"2552";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se a contratação de empresa especializada na locação e instalação de ARQUIBANCADA COM CAPACIDADE PARA 300 PESSOAS, para atender as demandas da Secretaria Municipal de Esporte e Lazer na execução do TEIXEIRA SPORT FESTIVAL EDIÇÃO VERÃO a ser realizado entre os dias 4 e 12 de março do corrente ano na Praça Padre Aparecido R. Stautt em Teixeira de Freitas - Bahia."
"1833";"5147";"2-DL-057-2023";"2/DL/057/2023";"2611";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa para prestação serviços de retirada de ANTENA DE ESTAÇÃO DE TELECOMUNICAÇÃO, transmissoras de radiocomunicação, localizado localizada na Rua Clemente Mariane, n 490, Bairro Colina Verde, neste município de Teixeira de Freitas, Bahia. nº antiga sd:3374"
"1834";"5148";"2-DL-061-2023";"2/DL/061/2023";"2619";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material consumo, BANCADA DE GRANITO, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1835";"5149";"2-DL-064-2023";"2/DL/064/2023";"2640";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada em fornecimento de material de consumo (MATERIAL ESPORTIVO), para atender as demandas da Secretaria de Esporte e Lazer."
"1836";"5150";"2-DL-066-2023";"2/DL/066/2023";"2658";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"SOLICITA-SE EMPRESA ESPECIALIZADA EM QUE VAI SER EFETUADO A CONTRATAÇÃO DE UM TECNICO ENGENHEIRO AGRÔNOMO PARA ATUALIZAR A VTN (VALOR DE TERRA NUA) PARA QUE SEJA COLETADO DADOS PARA ENVIO E TRANSMISSÃO PARA A RECEITA FEDERAL DESTE EXERCÍCIO. QUE TEM A FINALIDADE DE ATENDER O DEPARTAMENTO DE RECEITA DE RESPONSABILIDADE DA SECRETARIA MUNICIPAL DE FINANÇAS."
"1837";"5151";"2-DL-067-2023";"2/DL/067/2023";"2660";"DISPENSA";"";"Revogada";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material permanente, BOMBA HIUDRAÚLICA SUBMERSA MONOFASICA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1838";"5152";"2-DL-072-2023";"2/DL/072/2023";"2792";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material permanente, BATERIA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1839";"5153";"2-DL-078-2023";"2/DL/078/2023";"2881";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"SOLICITA-SE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE MATERIAL DE CONSUMO E PERMAENENTE DE INFORMÁTICA COM A FINALIDADE DE ATENDER AS NECESSIDADES ADM GERAL (DEPARTAMENTOS, SETORES, SECRETARIAS), FUNDO MUNICIPAL DE SAÚDE DE TEIXEIRA DE FREITAS (UBS, HMTF, UMMI) DE RESPONSABILIDADE DESTA PREFEITURA."
"1840";"5154";"2-DL-080-2023";"2/DL/080/2023";"2813";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material permanente, BOMBA HIUDRAÚLICA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1841";"5155";"2-DL-081-2023";"2/DL/081/2023";"2817";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada para fornecimento de material de consumo ELÉTRICO, para atender as demandas da Secretária de Infraestrutura e Serviços Urbanos - conforme condições, quantidades e exigências estabelecidas neste instrumento."
"1842";"5156";"2-DL-082-2023";"2/DL/082/2023";"2916";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"MATERIAL NECESSÁRIO PARA DESENVOLVER O PROGRAMA MAIS PECUÁRIA BRASIL, EM PARCERIA COM A CONFEDERAÇÃO DOS AGRICULTORES FAMILIARES E EMPREENDEDORES FAMILIARES (CONAFER). ESSE PROGRAMA CONSISTE NO MELHORAMENTO GENÉTICO DO REBANHO DOS PEQUENOS E MÉDIOS PECUARISTAS DO MUNICIPIO DE TEIXEIRA DE FREITAS-BAHIA, ONDE RECEBEMOS 600 DOSES DE SÉMEM POR ANO E HORMÓNIOS GRATÚITOS DA ALTA GENÉTICS. ONDE JA FOI FIRMADO CONVÊNIO COM A PREFEITURA DE TEIXEIRA DE FREITAS ATRAVÉS DA SECRETARIA DE AGRICULTURA."
"1843";"5157";"2-DL-083-2023";"2/DL/083/2023";"2913";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material permanente, PLAINA ELÉTRICA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1844";"5158";"2-DL-085-2023";"2/DL/085/2023";"2913";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material consumo, BACANDA DE GRANITO E SOLEIRA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1845";"5159";"2-DL-086-2023";"2/DL/086/2023";"2881";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de material permanente, BOMBA HIUDRAÚLICA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1846";"5160";"2-DL-087-2023";"2/DL/087/2023";"3064";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de materiais consumo, PIA DE COZINHA E TANQUE PARA LAVANDERIA, para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1847";"5161";"2-DL-093-2023";"2/DL/093/2023";"3124";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada em fornecimento de materiais consumo, POLICARBONATO para atender as necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações e quantidades estabelecidas abaixo."
"1848";"5162";"2-DL-102-2023";"2/DL/102/2023";"3025";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se contratação de empresa especializada no transporte de passageiros para o deslocamento de 42 atletas da Associação de Karatê de Teixeira de Freitas (ASKATEF) para a cidade de ALAGOINHAS - BAHIA para participarem do CAMPEONATO BAIANO KARATÊ INTERESTILOS, que acontecerá entre os dias 21, 22 e 23 julho de 2023. Saída de Teixeira de Freitas no dia 20 de julho do corrente ano."
"1849";"5163";"2-DL-108-2023";"2/DL/108/2023";"3124";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa para aquisição de material de consumo (PLAQUETA DE TOMBO EM ALUMÍNIO), com objetivo de atender as necessidades da Secretaria Municipal de Administração e Planejamento e demais Secretarias."
"1850";"5164";"2-DL-115-2023";"2/DL/115/2023";"3250";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"SOLICITA AQUISIÇÃO DE MATERIAIS DE CONSUMO (NITROGÊNIO LÍQUIDO) PARA SUPRIR AS NECESSIDADES DO DEPARTAMENTO DE INSPEÇÃO ANIMAL E VEGETAL DA SECRETARIA MUNICIPAL DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO DE TEIXEIRA DE FREITAS"
"1851";"5165";"2-DL-118-2023";"2/DL/118/2023";"3155";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de software para gerenciamento de processos seletivos, incluindo concursos públicos, compreendendo todas as etapas desde a publicação de editais até a divulgação do resultado final, para atender as demandas da Secretaria Municipal de Administração e Planejamento, cuja especificações técnicas, quantidades e demais condições encontram-se detalhados neste instrumento."
"1852";"5166";"2-DL-121-2023";"2/DL/121/2023";"3198";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada no fornecimento de material de consumo, (ÓLEO ARLA 32), para atender as necessidades da Secretaria Municipal de Administração e Planejamento e demais secretarias."
"1853";"5167";"2-DL-137-2023";"2/DL/137/2023";"3328";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se contratação de empresa especializada no transporte de passageiros para o deslocamento de 45 atletas da Seleção de Handebol de Teixeira de Freitas Bahia para a cidade de VITORIA ESPIRITO SANTO, para participarem da V COPA SUDESTE DE HANDEBOL 2023, que acontecerá entre os dias 30/09/2023 a 01/10/2023. Saída de Teixeira de Freitas no dia 29 de setembro do corrente ano."
"1854";"5168";"2-DL-140-2023";"2/DL/140/2023";"3509";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"LOCAÇÃO DE IMÓVEL localizado na avenida Euclides da Cunha, n° 381, Nova Teixeira, Teixeira de Freitas-BA, para instalação de um Ponto de Apoio ao DEPARTAMENTO DE CULTURA - CEU."
"1855";"5169";"2-DL-150-2023";"2/DL/150/2023";"3547";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada e devidamente registrada no CREA (Conselho Regional de Engenharia e Agronomia) ou CAU (Conselho de Arquitetura e Urbanismo) destinada à prestação de serviços de avaliação imobiliária de bens imóveis pertencentes ao Município de Teixeira de Freitas-BA."
"1856";"5170";"2-DL-152-2023";"2/DL/152/2023";"3554";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada na prestação de serviços de locação de trio elétrico e demais serviços conforme anexo a este Termo de Referência, para atender as necessidades dos eventos promovidos pela Prefeitura Municipal de Teixeira de Freitas/BA."
"1857";"5171";"2-DL-153-2023";"2/DL/153/2023";"3641";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"LOCAÇÃO DE IMÓVEL localizado na rua Itália, n° 394, Monte Castelo, Teixeira de Freitas-BA, para reinstalação da SEDE DA SECRETARIA MUNICIPAL DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO, para atender as necessidades da Secretaria Municipal de Agricultura, Pecuária e Abastecimento."
"1858";"5172";"2-DL-154-2023";"2/DL/154/2023";"3606";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Contratação de empresa especializada no fornecimento de GRAMA SINTÉTICA e COLA DE CONTATO, para o parque da praça Padre Aparecido Rodrigues Staut, sob responsabilidade da Secretaria Municipal de Administração."
"1859";"5173";"2-DL-231-2022";"2/DL/231/2022";"2399";"DISPENSA";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Locação de imóvel, localizado na Rua Prudente de Morais, n° 119, Centro, Teixeira de Freitas-BA, para INSTALAÇÃO DA SEDE DA SECRETARIA MUNICIPAL DE SEGURANÇA E CIDADANIA, pelo período de 12 meses."
"1860";"5175";"2-IL-001-2023";"2488";"2488";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Solicita-se médico Clinico Geral Intensivista para o Hospital Municipal de Teixeira de Freitas (HMTF), conforme Processo Administrativo 2008/2021 Edital de Credenciamento 01/2021 - Empresa Credenciada: M1 SERVICOS MEDICOS LTDA, CNPJ: 35.854.911/0001-60"
"1861";"5176";"2-IL-020-2023";"2640";"2640";"INEXIGIBILIDADE";"";"Homologado";"SECRETARIA_SEM_CORRESPONDENCIA";"A secretaria saneada n?o corresponde a nenhum cadastro interno.";"";"";"Empresa especializada em prestação de serviço em passagens terrestres (EMPRESA GONTIJO DE TRANPORTES S/A), para atender as necessidades da Secretaria Municipal de Administração e demais secretarias."
